id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2992450,Luxury 2 bedroom apartment,4621559,1462661762635155041,Kenneth,,THIRD WARD,42.65789,-73.7537,Entire home/apt,,28,9,2022-08-17,0.06,1,321,0,
3820211,Restored Precinct in Center Sq. w/Parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,,1,317,2026-01-25,2.26,7,301,10,
5651579,Large studio apt  by Capital Center & ESP@,29288920,1465431505328745177,Gregg,,SECOND WARD,42.64615,-73.75966,Entire home/apt,,1,389,2026-02-06,2.96,2,35,20,
6015313,Comfortable 3BR Home w/ Central Air | Pine Hills,31223807,1465459398999270556,Ryan,,THIRTEENTH WARD,42.67198,-73.79339,Entire home/apt,,2,0,,,1,324,0,
6623339,Center Sq. Loft in Converted Precinct w/ Parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.65222,-73.76724,Entire home/apt,,1,332,2025-06-30,2.55,7,348,1,
9005989,"Studio in The heart of Center SQ, in Albany NY",17766924,1463028469002798404,Sugey,,SIXTH WARD,42.65559,-73.76506,Entire home/apt,,1,623,2025-08-03,5.37,1,16,13,
9501054,Spacious suite with full bath by Capital  Center,29288920,1465431505328745177,Gregg,,SECOND WARD,42.64734,-73.75851,Private room,,1,448,2026-01-25,3.67,2,252,38,
10768745,Alb hospital area studio bath wifi. (Red),5691268,1462687000374947891,Elizabeth,,FOURTEENTH WARD,42.66078,-73.80553,Private room,,1,871,2026-01-22,7.13,2,183,111,
11253948,/Fire Place Bungalow\ 1917 SUNY Eagle 6Beds 2Baths,4259750,1462534529294832741,Peter,,FIFTEENTH WARD,42.67567,-73.82438,Entire home/apt,,1,220,2026-02-11,1.86,8,362,43,
11639446,$55twin($30 foreign student)FreeBF Noa/c no smoke,61700428,1466759141736283314,Abdullah,,ELEVENTH WARD,42.67583,-73.78297,Private room,,15,231,2024-02-29,1.95,2,364,0,
12799126,Private Room in the Hearth of the Albany,69729286,1462790700336018491,Musab,,SIXTH WARD,42.65154,-73.76867,Private room,,5,29,2025-08-09,0.43,2,320,1,
13083497,Pristine Cape Cod on the Creek - 4 Large Bedrooms,1364123,1462517583121314645,Akhilesh,,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,,2,196,2025-12-30,1.67,1,338,9,
14316232,"Unique Modern Room, Perfect Location Albany",36438637,1462672002391360660,Chad,,TENTH WARD,42.65726,-73.78219,Private room,,18,54,2025-05-08,0.47,2,321,2,
14989805,/Miller Colonial\ 1946 SUNY Eagle Hill 5Bed 2Baths,4259750,1462534529294832741,Peter,,FIFTEENTH WARD,42.673512,-73.819679,Entire home/apt,,1,134,2026-01-27,1.19,8,352,25,
15580397,Albany Medical/Downtown Albany/Colleges/ ROOM H,89705052,1467086595495050432,Share,,NINTH WARD,42.65651,-73.77887,Private room,,1,55,2025-11-20,0.52,2,106,8,
16531782,On a little park in Albany pine hills. (Blue),5691268,1462687000374947891,Elizabeth,,FOURTEENTH WARD,42.66075,-73.80605,Private room,,1,560,2026-01-28,8.04,2,350,79,
17238066,"$53($25 foreign student)Twin, noa/cno
Smoke freeBF",61700428,1466759141736283314,Abdullah,,FIFTH WARD,42.67614,-73.78169,Private room,,15,132,2024-08-01,1.23,2,364,0,
17514620,Cozy Modern Room Perfect Location Albany,36438637,1462672002391360660,Chad,,TENTH WARD,42.6584,-73.78309,Private room,,18,56,2024-11-02,0.52,2,259,0,
18341426,/Sauna Ranch 1961\ SUNY Eagle Hill 4Beds 1Bath,4259750,1462534529294832741,Peter,,FIFTEENTH WARD,42.67637,-73.82395,Entire home/apt,,2,58,2024-08-13,0.60,8,365,0,
19527043,Charming 1 Bedroom in a Historic Residential Home,15223767,1462957190806823558,Ed,,NINTH WARD,42.65312,-73.78161,Private room,,1,90,2025-11-07,1.01,3,195,8,
20519885,Perfect5Bedroom For BusinessTravelers 8YRSuperHost,67171774,1466830017061407026,Michael And Flerida,,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,,4,127,2025-12-27,1.26,1,353,20,
20620135,/Red Warhol Ranch\ 1959 SUNY Eagle Hill 4beds1Bath,4259750,1462534529294832741,Peter,,FIFTEENTH WARD,42.675,-73.82382,Entire home/apt,,1,99,2025-12-30,0.98,8,365,28,
20633175,"Garden Apartment, on the Park, close to Capital.",65414985,1466808985903086145,James,,SEVENTH WARD,42.64939,-73.76865,Entire home/apt,,2,132,2025-10-20,1.37,2,345,1,
20671966,"The Metropolitan,3rd floor suite",98744672,1462867442279269365,Bela,,NINTH WARD,42.65532,-73.78244,Entire home/apt,,2,49,2026-01-05,0.48,8,200,3,
21052414,Cozy bedroom with (2) walk-in closets,135717458,1468352157974798933,Chad,,THIRTEENTH WARD,42.66565,-73.77975,Private room,,18,49,2026-01-09,0.53,3,321,5,
21392315,The Blair Suite,98744672,1462867442279269365,Bela,,NINTH WARD,42.65372,-73.78244,Entire home/apt,,2,139,2026-01-17,1.39,8,266,13,
21449583,/zBig Blue Ranch\ 1962 SUNY Eagle Hill 4Beds 2Bath,4259750,1462534529294832741,Peter,,FIFTEENTH WARD,42.67547,-73.82402,Entire home/apt,,4,9,2025-08-05,0.09,8,364,1,
21752534,"NEW LISTING! Modern, completely updated, LOCATION!",152762198,1468498032337807838,Allen,,TENTH WARD,42.66045,-73.77833,Entire home/apt,,3,186,2025-11-11,1.86,9,355,11,
21769213,Cozy downstairs bedroom in quiet neighborhood!,135717458,1468352157974798933,Chad,,ELEVENTH WARD,42.66572,-73.77834,Private room,,18,36,2026-01-30,0.36,3,238,5,
21769439,Cozy upstairs room with (1) walk-in closet,135717458,1468352157974798933,Chad,,ELEVENTH WARD,42.66703,-73.77842,Private room,,20,28,2026-01-02,0.28,3,274,2,
22398196,Elegant Guest Suite in our beautiful Victorian!,98744672,1462867442279269365,Bela,,NINTH WARD,42.65501,-73.78122,Private room,,2,134,2026-01-09,1.36,8,290,16,
24606880,The Western Suite,98744672,1462867442279269365,Bela,,NINTH WARD,42.65431,-73.78178,Private room,,2,56,2026-01-09,0.63,8,264,10,
25549565,Quiet and Pretty in the Heart of Center Square,9666970,1462820120726330552,Janet,,SIXTH WARD,42.65345,-73.7645,Entire home/apt,,1,972,2026-01-24,10.38,1,156,74,
26139592,Garden Apartment in Ctr. Square: Monthly Discounts,4340307,1529315156049517032,Farah,,SIXTH WARD,42.65403,-73.76325,Entire home/apt,,2,161,2026-02-13,1.76,1,353,30,
27670660,The Rock & Roll Suite,98744672,1462867442279269365,Bela,,NINTH WARD,42.6543083190918,-73.78177642822266,Private room,,2,36,2026-02-01,0.42,8,321,10,
27692601,Albany Cozy home with fireplaces and Sunroom,202580880,1469057011898808987,Rosanne,,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,,3,16,2025-08-03,0.18,1,179,2,
28341274,Private room in historic building on the park,54394342,1462728737032142643,Alice,,SIXTH WARD,42.65821,-73.76917,Private room,,1,104,2025-10-19,1.16,1,340,14,
28400263,Private Room in Historic Residential Home,15223767,1462957190806823558,Ed,,NINTH WARD,42.65464,-73.78348,Private room,,1,276,2026-01-31,3.13,3,257,9,
28722270,✍Historic Loft Suite @ Downtown Albany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,,1,735,2026-01-23,8.35,11,350,61,
28868857,⭐Cozy Garden Suite Full Amenities @Downtown Albany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64535,-73.75365,Entire home/apt,,1,677,2026-01-22,7.75,11,358,76,
28929840,"Spacious
private suite and private bath",194113768,1469010890368278657,Rachel,,FOURTH WARD,42.6737,-73.75313,Private room,,1,8,2025-10-12,0.09,1,237,1,
29605579,Funky Urban Gem: Prime Central Location - Parking!,19648678,1463087024016718788,Ming,,SIXTH WARD,42.65235,-73.76714,Entire home/apt,,1,124,2026-01-21,1.40,7,360,27,
30189794,Seashore Suite At The Inn on South Lake,98744672,1462867442279269365,Bela,,NINTH WARD,42.6533,-73.78114,Private room,,2,74,2026-01-31,0.86,8,356,6,
31210362,Nest in Hazel,160340958,1468559633689024983,Jon,,FIFTEENTH WARD,42.67519,-73.82281,Private room,,2,33,2025-10-19,0.38,1,357,3,
32279028,"Cosy, comfy and quiet for one",172223381,1468671993638692507,Diana,,EIGHTH WARD,42.64936,-73.80278,Private room,,1,219,2025-09-28,2.58,2,0,11,
32450400,Moroccan Sands,97330032,1467172438450505870,Sherrell,,FOURTH WARD,42.6761,-73.73825,Private room,,3,1,2024-10-28,0.06,1,270,0,
32993402,✨Historic Full Amenities 2BR Apt @Downtown Albany,44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64563,-73.75311,Entire home/apt,,1,469,2026-02-01,5.57,11,357,32,
33558235,"Historic, Spacious & Fun 2BR Apt @ Downtown Albany",44434571,1462696988014217001,Earl Vanze,,SECOND WARD,42.64585,-73.75297,Entire home/apt,,1,496,2026-02-01,5.97,11,351,55,
35793179,Cozy Bedroom in Historic Residential Home,15223767,1462957190806823558,Ed,,SEVENTH WARD,42.65259,-73.78223,Private room,,1,220,2026-01-16,2.74,3,218,30,
35914565,Perfect Downtown Base | 1BR + Free Parking,232967878,1468802372405829537,Diana,,SECOND WARD,42.64506,-73.75727,Entire home/apt,,2,327,2026-01-14,4.06,11,40,24,
36443605,Sophisticated Retreat: 2BR in heart of Albany,188679144,1468977843653292721,Elizabeth,,THIRTEENTH WARD,42.66619,-73.79031,Entire home/apt,,2,54,2024-08-14,0.67,11,365,0,
38321579,Comfy and quiet,172223381,1468671993638692507,Diana,,EIGHTH WARD,42.65085,-73.80239,Private room,,1,472,2026-02-11,6.02,2,241,78,
39093517,Center Square Comfy 2 Bedroom w/ Parking,299638115,1469539483862628822,Flerida,,SIXTH WARD,42.65507,-73.76138,Entire home/apt,,3,53,2026-01-30,0.70,4,364,12,
39698576,Spacious Designer 1-Bed Near Albany Med,188679144,1468977843653292721,Elizabeth,,NINTH WARD,42.65483,-73.78033,Entire home/apt,,5,24,2025-04-14,0.31,11,348,1,
39864828,Stunning Bungalo-style Loft in Downtown Albany,10313615,1462573636941866633,Matthew,,FOURTH WARD,42.66091,-73.74285,Entire home/apt,,1,241,2025-08-04,3.25,1,254,11,
40491172,"Renovated, private parking,location, washer dryer!",152762198,1468498032337807838,Allen,,THIRTEENTH WARD,42.66827,-73.79231,Entire home/apt,,3,140,2025-12-27,1.86,9,353,17,
40828178,Comfortable! One Bedroom A/C Apartment Queen Bed,47491906,1462706824969114136,Lloyd,,FOURTH WARD,42.67773,-73.73899,Entire home/apt,,1,174,2025-12-21,2.35,1,153,2,
42009788,Center Square Sanctuary: Private 2-Bedroom Gem,188679144,1468977843653292721,Elizabeth,,SIXTH WARD,42.65315,-73.76202,Entire home/apt,,7,25,2025-06-07,0.34,11,365,1,
42567833,Homey,339085327,1469660907478822967,Arkady,,NINTH WARD,42.65567,-73.7854,Entire home/apt,,70,0,,,1,365,0,
42763847,Charming dog friendly home with private yard!,649068,1462524902671573394,Anthony,,FIRST WARD,42.63876,-73.78535,Entire home/apt,,1,135,2025-11-02,1.91,1,223,28,
43208391,Cozy Historic 2BD Apt @ Downtown Albany,272907816,1469440311505165885,Angela,,SECOND WARD,42.64453,-73.75426,Entire home/apt,,1,127,2025-11-13,1.93,3,111,23,
43459803,Lux. 1 bdrm Apt in the heart of Center Square,299638115,1469539483862628822,Flerida,,SIXTH WARD,42.65556,-73.76205,Entire home/apt,,3,24,2025-12-11,0.39,4,364,7,
43736299,*The Blue House* Incredible 3 Bedroom Apartment,349460842,1469695254081708328,Scott,,TENTH WARD,42.66257,-73.78281,Entire home/apt,,1,131,2024-10-28,1.92,17,137,0,
44180048,Historic Queen Studio Across from Washington Park!,355777684,1463516757680974768,Lloyd,,SIXTH WARD,42.65935,-73.76805,Entire home/apt,,1,390,2026-01-01,5.74,3,307,26,
44265426,Parkside Queen 1 Bedroom (1800's) Brownstone!,355777684,1463516757680974768,Lloyd,,SIXTH WARD,42.66006,-73.76966,Entire home/apt,,1,314,2026-02-08,4.65,3,332,17,
44450012,Spacious upscale luxury apartment with huge yard,353498132,1463513883551164046,Michael,,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,,13,27,2025-09-12,0.40,6,306,1,
45024912,Private Apt Queen 1 Bed Sanctuary with many Extras,362851072,1469728623456169392,Elsa,,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,,1,129,2025-01-12,1.94,1,355,0,
45074220,Secluded Studio Loft 3fl@ Historic Downtown Albany,272907816,1469440311505165885,Angela,,SECOND WARD,42.64454,-73.75369,Entire home/apt,,1,51,2026-02-10,0.95,3,108,18,
45528939,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,47625981,1462707263288165799,Linda,,SECOND WARD,42.64801,-73.75668,Entire home/apt,,1,100,2025-07-07,1.63,16,305,2,
45529316,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,47625981,1462707263288165799,Linda,,SECOND WARD,42.64821,-73.75793,Entire home/apt,,1,131,2026-01-01,2.13,16,344,16,
45529447,★ 2 BEDROOM / 1 BATH TRENDY Apt ★ Downtown Albany,47625981,1462707263288165799,Linda,,SECOND WARD,42.64713,-73.75628,Entire home/apt,,1,151,2025-11-13,2.46,16,301,8,
46894493,Our Antique Bungalow,69789449,1466863849029352778,Dan,,NINTH WARD,42.65311,-73.78525,Entire home/apt,,1,275,2026-02-01,4.50,1,247,27,
47334913,"Newly renovated,Amazing Location,private parking",152762198,1468498032337807838,Allen,,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,,3,115,2025-12-24,1.87,9,247,27,
47345872,Bright large 1 bdr loft in Center Sq -free parking,19648678,1463087024016718788,Ming,,SIXTH WARD,42.65345,-73.76663,Entire home/apt,,1,92,2026-02-01,1.50,7,334,33,
47408047,"Quiet cozy apartment, private laundry, great spot!",152762198,1468498032337807838,Allen,,FOURTEENTH WARD,42.67156,-73.80883,Entire home/apt,,3,80,2026-01-29,1.32,9,353,16,
47440071,The Loft Suite @ The Historic Jesse Buel House,382970529,1463574448322349045,Thomas,,THIRTEENTH WARD,42.6692,-73.79849,Private room,,1,211,2026-02-03,3.41,17,12,53,
47828453,Center Square Albany 2BR Apt w/Parking near all,299638115,1469539483862628822,Flerida,,THIRD WARD,42.656,-73.76123,Entire home/apt,,3,27,2026-01-17,0.44,4,353,7,
47943571,Downtown Albany 1 Bed + Workstation @ Maiden Lane,385664127,1469792751916945840,Dillon,,THIRD WARD,42.65118,-73.75274,Entire home/apt,,1,181,2026-01-25,2.97,2,238,22,
48052353,*The Rustic Home* 3 Bedroom Second Floor Apartment,349460842,1469695254081708328,Scott,,TENTH WARD,42.66261,-73.78332,Entire home/apt,,1,173,2025-10-03,2.84,17,78,14,
48124042,Downtown Albany 2 Bedroom + Workstation @ The Mark,385664127,1469792751916945840,Dillon,,THIRD WARD,42.64982,-73.7509,Entire home/apt,,1,245,2026-01-31,4.45,2,143,34,
48172884,The Down Under Suite,98744672,1462867442279269365,Bela,,NINTH WARD,42.65399,-73.78126,Private room,,2,88,2026-02-01,1.46,8,267,15,
48470454,"/ New Giant Victorian \ 7beds 6 baths + 2x 85"" TVs",4259750,1462534529294832741,Peter,,THIRTEENTH WARD,42.66526412963867,-73.78692626953125,Entire home/apt,,1,57,2026-01-11,1.31,8,342,15,
48599533,Capital View I,392074908,1463595615159577266,Jerry,,SIXTH WARD,42.65429,-73.75986,Entire home/apt,,2,107,2025-11-07,1.94,3,176,7,
50171851,Beautiful Center Square Garden-Level Unit,48490017,1465734650569140554,Todd,,SIXTH WARD,42.65157,-73.76546,Entire home/apt,,2,210,2026-02-04,3.83,1,146,31,
50207226,★ RARE 1BR Apt with Character GREAT Location! W/D★,47625981,1462707263288165799,Linda,,FOURTH WARD,42.65888,-73.74673,Entire home/apt,,1,97,2025-10-19,1.70,16,314,15,
50211226,"Studio in Heart of the City, Minus the Chaos",105597161,1467275899081917666,Katelyn,,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,,2,197,2026-02-08,3.92,1,357,18,
50354540,Heart of Center Square: Designer 2-Bed Retreat,188679144,1468977843653292721,Elizabeth,,SIXTH WARD,42.65333,-73.76402,Entire home/apt,,3,20,2025-10-05,0.35,11,230,6,
50890336,"★CHIC, Renovated Brownstone★ in PRIME DT Albany",47625981,1462707263288165799,Linda,,FOURTH WARD,42.65901,-73.74748,Entire home/apt,,1,47,2026-01-19,0.85,16,318,2,
51461480,🍃Chic & Cozy Near Washington Park Garden Suite,416799784,1469894945270970450,Rosie,,TENTH WARD,42.65969,-73.77564,Entire home/apt,,7,31,2025-11-14,0.59,1,135,5,
51503537,Walk to Everything Downtown Albany! Luxury Apt!,394420519,1469820042573996748,All Seasons Getaway,,THIRD WARD,42.65061,-73.75006,Entire home/apt,,4,10,2025-06-24,0.18,1,257,1,
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,1462707263288165799,Linda,,FOURTH WARD,42.65856,-73.74866,Entire home/apt,,1,87,2025-11-28,1.58,16,314,13,
51592836,Lovely 1 Bedroom Unit In Historic Brownstone!,417954648,1466741239795455187,Laura&Dave,,THIRD WARD,42.65844,-73.74978,Entire home/apt,,2,97,2025-10-27,1.83,1,361,9,
52152157,"Modern space, everything you could want!",152762198,1468498032337807838,Allen,,FIRST WARD,42.63066,-73.77357,Entire home/apt,,3,88,2025-12-24,1.65,9,107,23,
52241973,Garden Apartment in Historic Center Square Home,35465673,1465524025417752024,Jason,,SIXTH WARD,42.65641,-73.76413,Entire home/apt,,1,375,2026-01-29,7.11,1,62,74,
52360097,Empire Plaza View II,392074908,1463595615159577266,Jerry,,SIXTH WARD,42.65386,-73.75958,Entire home/apt,,2,78,2025-10-12,1.46,3,360,2,
52611613,* Adorable home w/parking near great restaurants *,232967878,1468802372405829537,Diana,,NINTH WARD,42.65674,-73.79221,Entire home/apt,,2,150,2025-12-29,2.84,11,250,21,
52691284,+ Perfect place to make memories with loved ones +,232967878,1468802372405829537,Diana,,TENTH WARD,42.66236,-73.79245,Entire home/apt,,2,104,2026-01-01,1.97,11,236,20,
52836323,2 bed w/parking uptown near university & hospital,232967878,1468802372405829537,Diana,,THIRTEENTH WARD,42.67242,-73.79292,Entire home/apt,,2,88,2025-10-03,1.74,11,14,3,
52837196,★MODERN 1BR Apt w/ PRIVATE deck! W/D★,47625981,1462707263288165799,Linda,,FOURTH WARD,42.65812,-73.74837,Entire home/apt,,1,88,2025-10-20,1.68,16,317,16,
52863776,Washington Parkside 1 Bedroom In 1800s Brownstone!,355777684,1463516757680974768,Lloyd,,SIXTH WARD,42.65826,-73.76944,Entire home/apt,,1,258,2026-02-02,4.92,3,322,65,
53483727,Spacious Urban APT w/4BR & Office in Albany,433096110,1469960451015410512,Brian,,FOURTEENTH WARD,42.65824,-73.80114,Entire home/apt,,2,174,2026-01-18,3.47,3,246,21,
53567589,Private Garden Apt in Downtown Albany|Pets Allowed,433096110,1469960451015410512,Brian,,SIXTH WARD,42.65204,-73.76655,Entire home/apt,,1,297,2026-01-24,5.84,3,353,49,
53645427,★ BEAUTIFUL  2 BED 2 BATH  w/ SOAKER TUB + W/D★,47625981,1462707263288165799,Linda,,FOURTH WARD,42.65913,-73.74722,Entire home/apt,,1,138,2026-02-01,2.71,16,271,26,
53860077,/ Sauna Garden Getaway\ 1943 SUNY Eagle Hill,4259750,1462534529294832741,Peter,,FIFTEENTH WARD,42.674675,-73.822861,Entire home/apt,,1,53,2025-12-14,1.11,8,349,18,
54126420,Beautiful 1 bedroom in a quiet residential area.,37769478,1465565296852923022,Erion,,TENTH WARD,42.66261,-73.79026,Entire home/apt,,1,120,2026-01-24,2.68,15,363,22,
54126421,Beautiful 2 BDR Apartment in the heart of Albany,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65422,-73.76996,Entire home/apt,,1,80,2025-11-02,1.69,15,321,14,
54126427,Beautiful 1 bedroom In the heart of Albany,37769478,1465565296852923022,Erion,,SIXTH WARD,42.65403,-73.77056,Entire home/apt,,1,183,2026-02-03,3.66,15,359,65,
54128829,Modern & Cozy Cntr Square Townhouse Gem from 1854,265709295,1469405354194816528,Priscela,,SIXTH WARD,42.65594,-73.76591,Entire home/apt,,1,275,2026-01-13,5.66,2,318,42,
54150131,Charming 170-Year-Old Home in the Heart of Albany,432936385,1463689402952759374,Jared,,SIXTH WARD,42.65143,-73.76497,Entire home/apt,,1,261,2026-02-01,5.48,1,15,61,
54369238,"Cozy townhouse, close to hospital, free parking!",152762198,1468498032337807838,Allen,,NINTH WARD,42.65578,-73.78641,Entire home/apt,,3,78,2025-12-29,1.89,9,253,32,
54369240,Lovely 1 bedroom rental close to Alb Med!,152762198,1468498032337807838,Allen,,TENTH WARD,42.65905,-73.77964,Entire home/apt,,3,64,2025-12-18,1.41,9,361,14,
559249822516788574,Cozy 1 bedroom with office and luxurious King size,433884293,1463691595726230778,Uniah,,NINTH WARD,42.66062,-73.79112,Entire home/apt,,5,2,2023-06-26,0.05,1,363,0,
588298411730694861,Modern one bedroom with free off street parking,353498132,1463513883551164046,Michael,,SECOND WARD,42.64441,-73.75647,Entire home/apt,,13,16,2025-11-20,0.36,6,349,3,
593272120497643087,Jesse's Suite @ The Historic Jesse Buel House,382970529,1463574448322349045,Thomas,,THIRTEENTH WARD,42.66911,-73.79869,Private room,,1,149,2026-02-02,3.38,17,10,31,
617242073954595468,Iconic City Center Apt in Downtown | Pets Allowed,433096110,1469960451015410512,Brian,,SIXTH WARD,42.65353,-73.7679,Entire home/apt,,1,225,2026-01-30,4.89,3,336,68,
619695112394148331,Modern luxury one bedroom with off street parking,353498132,1463513883551164046,Michael,,SECOND WARD,42.64489,-73.75731,Entire home/apt,,13,11,2025-12-22,0.25,6,358,1,
